accession	uniprot_accession	source_database	source_release	organism	lifestyle	length	cysteine_count	cysteine_fraction	publication_year	functional_evidence	experiment	q4_tool_independent	sequence_sha256
N1JGD1		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Blumeria graminis	biotroph	118	2	0.016949	2016	hypersensitive response assay	PEACE source memberships: EffHunter_positive;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	79943deb66db3b148b8c20220f452c571c2667afae7190ecf37f943a39fcbb12
N1JHK8		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Blumeria graminis f. sp. hordei	biotroph	122	3	0.024590	2010	validated host-target interaction	PEACE source memberships: EffectorP_2.0_validation;EffectorP_3.0_positives;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	no	9c85a1f69dc1639de364897d0db503bf9d89f97409bc0f8cbb7a2019b3a881fb
N1JJE7		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis	biotroph	112	3	0.026786	2013	knockout virulence phenotype	Altered gene expression / gene regulation: silencing; PEACE source memberships: FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	no	02ccac268b415863c76059c9edc7d01e604099a18128357d955b2a1a79f77d34
N1JJH4		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis	biotroph	126	3	0.023810	2016	hypersensitive response assay	Altered gene expression / gene regulation: silencing; PEACE source memberships: EffectorP_3.0_positives;FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	yes	eddf8a37b840b0ea6c43942b9bf4713e96464899a5a1314425d6d1e6b6fcbbaa
N1JJX4		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis; Blumeria graminis f. sp. hordei	biotroph	118	3	0.025424	2013	knockout virulence phenotype; validated host-target interaction	Altered gene expression / gene regulation: silencing; PEACE source memberships: EffectorP_2.0_validation;EffectorP_3.0_positives;Predector_positive_sequences;fungtion_positive_sequences; Predector literature record	no	279e0bb7918ff96c5ded142806a4ec12cd5657f1881ea444a21a8e9024f57e91
N1JK84		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis	biotroph	299	5	0.016722	2013	knockout virulence phenotype	Altered gene expression / gene regulation: silencing; PEACE source memberships: EffHunter_positive;FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	no	67f270735d7ed11e9efc77cfc72e39e74c10397707ea19cb868891948072b9eb
N1JK93		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis	biotroph	231	4	0.017316	2013	knockout virulence phenotype	Altered gene expression / gene regulation: silencing; PEACE source memberships: EffHunter_positive;FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	no	860b3d21f0501da617fdaa7e203b596c7ca074999dfa5ae01c1275c9ea25ce6c
N1JN67		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis	biotroph	114	3	0.026316	2013	knockout virulence phenotype	Altered gene expression / gene regulation: silencing; PEACE source memberships: FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	no	e471ec00f066311a3c35ff3f337076e6777f31c4624e92ec69aabdbf38238e96
N1JPG4		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Blumeria graminis; Blumeria graminis f. sp. hordei	biotroph	155	5	0.032258	2015	knockout virulence phenotype; validated host-target interaction	Altered gene expression / gene regulation: silencing; PEACE source memberships: EffectorP_2.0_validation;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	no	0a279547347445664ac45565bb41ff4c744ab88b5f19c1444e414a02eb1e197b
N1PIZ7		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Dothistroma septosporum	unknown	165	8	0.048485	2014	hypersensitive response assay	Gene mutation; PEACE source memberships: FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	yes	d375eaf31642b1186e0d8867a7d72e6e51dc2a2473bf03a48d0d3a2d420ecfaa
N1RSS1		PHI-base	v4.19	Fusarium oxysporum	hemibiotroph	185	2	0.010811	2022	hypersensitive response assay	Gene deletion: full; gene complementation	yes	e50dc8d4810dcc8b290756897eaa61ef867645e837f6731a857e866b7900d0c5
N4V2U6		PHI-base	v4.19	Colletotrichum orbiculare	hemibiotroph	99	3	0.030303	2021	hypersensitive response assay	Functional test in host: transient expression	yes	903e1aeccbb936f26498f5943d84e5c5fa5b1510991e18441b7843aa36809fcf
N4VVN8		PHI-base	v4.19	Colletotrichum orbiculare	hemibiotroph	70	6	0.085714	2021	hypersensitive response assay	Functional test in host: transient expression	yes	a4e861e72bc1edb19b1916417f9325be436540e18434af445a4224f9d213b359
O42718		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans	hemibiotroph	185	7	0.037838	2006	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;WideEffHunter	yes	4d58e2149b0a69efd46b53a3807740d415c23897ff0ac2af3c33b75011c3f518
O42719		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans	hemibiotroph	189	7	0.037037	2006	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;EffectorP_3.0_positives;WideEffHunter;fungtion_positive_sequences;pooe_positive_sequences	yes	1c5f8f99998ef850779077f646b91c475f6493aca05f337bc379a4569a2bdd9d
O42830		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora nicotianae	hemibiotroph	268	24	0.089552	1997	hypersensitive response assay	Biochemical analysis; PEACE source memberships: EffHunter_positive;EffectorP_3.0_positives;WideEffHunter;fungtion_positive_sequences	yes	244d324d5e60dfd01bfdd1d94f40efbdc937ae5e803ac6bde138d49b13cbc1c1
P0CT27		PHI-base	v4.19	Ustilago maydis	biotroph	162	0	0.000000	2024	hypersensitive response assay	Gene deletion: full	yes	90a31d38a1a6f617480dab47ab38754a8581899a217ccc333aa37dab7ead6ce6
P0CU91	P0CU91	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Plasmopara viticola; Plasmopara viticola (Downy mildew of grapevine) (Botrytis viticola)	unknown	158	1	0.006329	2019	hypersensitive response assay	Other evidence: transgenic plants; PEACE source memberships: EffectorP_3.0_positives;pooe_positive_sequences	yes	4ab4e94168808cd15c9b1a775c6ae9f119756981a356906c70ea7624b088c3a3
P22287	P22287	PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fulvia fulva; Fulvia fulva (Tomato leaf mold) (Passalora fulva); Passalora fulva	biotroph	63	7	0.111111	1988	hypersensitive response assay	Gene deletion; gene complementation; biochemical evidence; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	a8a90965ded24cc79d76269eecd74aa16882e0e6185298f4e58520cb92115856
P78737		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Pyrenophora tritici-repentis	necrotroph	178	2	0.011236	2018	hypersensitive response assay	Gene deletion: full; other evidence: fungal crossing; PEACE source memberships: FunEffector-Pred	yes	b6d4ca4e1ba1a21ed5bce8439be0ce86e4428caaa75e2a838b489d085d1f2156
P79085	P79085	PHI-base	v4.19	Alternaria alternata; Alternaria alternata (Alternaria rot fungus) (Torula alternata)	unknown	157	5	0.031847	2025	hypersensitive response assay	Gene deletion: full ; gene complementation	yes	c6818ce5fdd9aae2e2c32d47b7be6a515fe50236080bd48b737858bd44984c8a
PHI:8149		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Blumeria graminis f. sp. hordei	biotroph	75	0	0.000000	2018	validated host-target interaction	PEACE source memberships: Predector_positive_sequences;WideEffHunter; Predector literature record	no	c4205e03faf51a6da8e2a6f67d0ae310d4a66de4da4364172721cc1a5be21bb9
PaMiSSP10b		Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46	Pisolithus albus	unknown	111	2	0.018018	2020	validated host-target interaction	Predector literature record	unknown	870f84b597bc1ecc6f4b87069985404d329bb44584309208a44e4d850c5bb457
PiSNE1		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Phytophthora infestans	hemibiotroph	291	0	0.000000	2010	validated host-target interaction	PEACE source memberships: EffectorP_3.0_positives;pooe_positive_sequences; Predector literature record	no	d73088452726a7fde8ee1ed7030676a9770ff0faac5793ae566a04041bd2026b
Q00363	Q00363	PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fulvia fulva; Fulvia fulva (Tomato leaf mold) (Passalora fulva); Passalora fulva	biotroph	135	8	0.059259	1994	hypersensitive response assay	Biochemical analysis; gene mutation: characterised; gene complementation; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;Predector_positive_sequences;WideEffHunter; Predector literature record	yes	2b225f7233e1cff383a1e4bf8d569c845c434d12a06d965f5d641d176f7264f2
Q00365		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fulvia fulva	biotroph	165	4	0.024242	1997	knockout virulence phenotype	Gene deletion; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences	yes	b938e4a0dec521d9edb3fa57bac31064f6a60c99320dc80ca985b379daf77b5c
Q01145		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Magnaporthe oryzae	hemibiotroph	147	2	0.013605	1995	hypersensitive response assay	Gene complementation; PEACE source memberships: FunEffector-Pred	yes	bd8266ea196d66be04d1084c2565cd4153b813ef9ebb6c5a91843a672712d795
Q01905		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans	hemibiotroph	118	6	0.050847	1998	hypersensitive response assay	Gene disruption; PEACE source memberships: EffHunter_positive;EffectorP_3.0_positives;WideEffHunter	yes	3bb6c9b840afde38db2a74949ca68ddb50c0fc4bc73ead7923337c051313b196
Q02039		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Rhynchosporium commune	unknown	82	10	0.121951	1995	hypersensitive response assay	Other evidence; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences	yes	ba2069d59df4b60dc641471152ba22d2de2967bdd7c3b2b5a91bd3ee4cbf6433
Q09QS2		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Blumeria graminis f. sp. tritici	biotroph	177	3	0.016949	2006	hypersensitive response assay	PEACE source memberships: EffHunter_positive;EffectorP_2.0;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	89ef078a4ef0da8525756358a354a2ba561e21c86f244400bd3f9efa04a9cc29
Q09QS3		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Blumeria graminis f. sp. tritici	biotroph	286	4	0.013986	2006	hypersensitive response assay	PEACE source memberships: EffectorP_1.0;Predector_positive_sequences;WideEffHunter; Predector literature record	yes	8470f1f1d332d0d086a5be3338ef91242a29dacd9dfe753618d0337a06bdf378
Q1HBK6		Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46	Melampsora lini	biotroph	150	1	0.006667	2007	hypersensitive response assay	Predector literature record	yes	c4805065a4747c86d3e87a4633c79ca9b722c4228c3fde281822fc6fcc7930eb
Q258K5		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Leptosphaeria maculans	hemibiotroph	205	1	0.004878	2006	hypersensitive response assay	Gene disruption; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	8fe774ad57a7a78fffc990bd23590de7911132083cd31de9784dc233a5aadf08
Q2A0P0		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Fusarium oxysporum f. sp. lycopersici	hemibiotroph	242	6	0.024793	2008	hypersensitive response assay	PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	2b1b5ec47a25021a4b142355b17d74509ba056a88efb90baf5d79325a6c924a1
Q2A0P1		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Fusarium oxysporum f. sp. lycopersici	hemibiotroph	163	3	0.018405	2007	hypersensitive response assay	PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	b3a80835e4c6eb45022a732fc02f4f37ee047ea76ea9fb1c557f5c2bbc6f594a
Q2KEJ2	Q2KEJ2	PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Magnaporthe oryzae; Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	hemibiotroph	198	2	0.010101	1962	validated host-target interaction	PEACE source memberships: EffectorP_3.0_positives;fungtion_positive_sequences; Predector literature record	no	5b31edd81eb77e288ba940764cfc24180d0b633e0265362635c7ae7967053b3e
Q2MV43		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Melampsora lini	biotroph	117	11	0.094017	2005	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	dd386f9044f74ace5ed8d6120dcac26a21eac04b242d2fab1b30ee54d3e793d2
Q2MV46		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Melampsora lini	biotroph	314	1	0.003185	2005	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	b99d37156a7799b70a76ec8fe34e4f163a867237ef86a99c206b75316bb850b3
Q2MV49		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Melampsora lini	biotroph	95	7	0.073684	2005	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	f13cc15bdff38204ed9a2a72335c6f8908ff74dce88470bf677af709d3f3281d
Q4P999		PHI-base	v4.19	Ustilago maydis	biotroph	447	2	0.004474	2024	hypersensitive response assay	Gene deletion: full	yes	2a324eff853fc8cd4717cf597f8001abd510c69e56a50daa90c1f79b82633464
Q4P9A0		PHI-base	v4.19	Ustilago maydis	biotroph	363	2	0.005510	2024	hypersensitive response assay	Gene deletion: full	yes	5a11adc964c69ec116818b460f3417adae1060bdadc387b3b0469fd636c2733b
Q4PCM2		PHI-base	v4.19	Ustilago maydis	biotroph	302	1	0.003311	2024	hypersensitive response assay	Gene deletion: full	yes	ecfd624ab6e6a6f57299cf4a8450942dffc83a3f8dd56762c1c916b4408d5ba4
Q4PCM4		PHI-base	v4.19	Ustilago maydis	biotroph	450	0	0.000000	2024	hypersensitive response assay	Gene deletion: full	yes	78554b3e42fe9f8f25c4b9ada64c7bdfaa5ae8aedfcbadf880915cbd698fd8db
Q4PCM5		PHI-base	v4.19	Ustilago maydis	biotroph	447	0	0.000000	2024	hypersensitive response assay	Gene deletion: full	yes	62f14416d345e005b422dd572fc1e0745a4cd95da66c8dc00a28976cc8533923
Q4PCM6		PHI-base	v4.19	Ustilago maydis	biotroph	487	0	0.000000	2024	hypersensitive response assay	Gene deletion: full	yes	442b49230bbc9b5ad3b6c4e9979663f867678b4e7cea01233ceb8c0a14ba513f
Q4PDL7		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Ustilago maydis	biotroph	430	0	0.000000	2024	hypersensitive response assay	Gene deletion: full; PEACE source memberships: EffHunter_positive;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences	yes	2bc2beb1f4da7a4a9134ae70fc873041299e233d7c3887d1b57fc510a6622609
Q4VKJ1		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Hyaloperonospora arabidopsidis	unknown	323	2	0.006192	2007	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: WideEffHunter	yes	abea4cbffee0fb105ab566d56d20add108e39f77daf3b02798350a5c84cc7a2d
Q4VKJ6	M4B6G6	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Hyaloperonospora arabidopsidis; Hyaloperonospora arabidopsidis (strain Emoy2) (Downy mildew agent) (Peronospora arabidopsidis)	unknown	311	3	0.009646	2005	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffectorP_3.0_positives	yes	6d861d2c3b5b036401789d61c9b12dc605a7d8beab26236d757359e614ccaa42
Q56VT8		PEACE curated positives; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f	Phytophthora parasitica	hemibiotroph	556	18	0.032374	2014	hypersensitive response assay	PEACE source memberships: EffectorP_3.0_positives; Predector literature record	yes	2e0e0318c7cdcc74ebe1003e0cd37e385af5dacdb96b45ee3586cf025d272aff
Q5G7K8	Q5G7K8	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Hyaloperonospora arabidopsidis; Hyaloperonospora arabidopsidis (Peronospora arabidopsidis)	unknown	154	0	0.000000	2011	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: WideEffHunter	yes	d9ab1b3f599475ecec602c1020e3892a295a44556e7617116e26787ba57fa219
Q5G7L2	M4C367	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Hyaloperonospora arabidopsidis; Hyaloperonospora arabidopsidis (strain Emoy2) (Downy mildew agent) (Peronospora arabidopsidis)	unknown	187	0	0.000000	2007	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: pooe_positive_sequences	yes	a55f91362cf06f5765fdbf2e7fddb19e045fcc029be82bc842ec5024f820d7a7
Q5G7L3		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Hyaloperonospora arabidopsidis	unknown	187	0	0.000000	unknown	hypersensitive response assay	Other evidence; PEACE source memberships: EffectorP_3.0_positives	yes	153ccee05e46fb1b5eb3827b93eff7748873cf5eb0ac74d95e376929aaaad024
Q5TIP4		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Botrytis cinerea	necrotroph	333	8	0.024024	2008	hypersensitive response assay	Functional test in host; PEACE source memberships: EffHunter_positive;FunEffector-Pred;WideEffHunter;fungtion_positive_sequences	yes	30c60f11479c82568487b8038ff81f8f0e98640de9351c0e3c87d604db696f91
Q5VB04		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fulvia fulva; Passalora fulva	biotroph	121	6	0.049587	1999	hypersensitive response assay	Other evidence; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	bea45852148bb5d5d7ef0601ce3802a397716f43783afd710c8e818927bb2142
Q6PQG3	Q6PQG3	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans; Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	hemibiotroph	224	16	0.071429	2005	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;WideEffHunter;fungtion_positive_sequences	yes	13c3b22efafa7647633cb8a9555ce17b7b0e6009a89d95aec027392ce7a3e45a
Q6PQH2	Q6PQH2	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans; Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	hemibiotroph	149	10	0.067114	2004	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffectorP_3.0_positives;WideEffHunter;pooe_positive_sequences	yes	9b3de4b72d447b11a9a7136b082c74533ab556fa8020b7e5ac24696e804cc33f
Q6R656		Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46	Melampsora lini	biotroph	150	2	0.013333	2004	hypersensitive response assay	Predector literature record	yes	d274acb6c933101bd03519a8b33d1e809d2a4fbfc49a0eba17f61192ccc6311e
Q6R659		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Melampsora lini	biotroph	150	2	0.013333	2004	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: FunEffector-Pred; Predector literature record	yes	92b01ed453235666ea3bf0adbbe4e3c5d770528f75c0cb91de235a180f6f0f83
Q6R661		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Melampsora lini	biotroph	150	1	0.006667	2004	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	fdc8b2f619dc3c4cdc1001ba3555b14de0eb071928a43aa01fc3fb8a91970561
Q6TA23		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora sojae	hemibiotroph	266	12	0.045113	unknown	hypersensitive response assay	Functional test in host: direct injection; PEACE source memberships: WideEffHunter	yes	bfd942872d01f782e9990ff98e007166bf3a78d9538242149d4b063513858335
Q6WER3		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fusarium graminearum	hemibiotroph	351	8	0.022792	2005	knockout virulence phenotype	Gene disruption; PEACE source memberships: EffHunter_positive;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences	no	6b63589eca9968fdb13057bc0966685863aa9352ce93672a474bc5cd8ef748dc
Q6ZX14	G4MVZ2	PHI-base	v4.19	Magnaporthe oryzae; Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	hemibiotroph	4034	43	0.010659	2004	hypersensitive response assay	Gene deletion; gene complementation	yes	0cfef38a6a2a54890aa223a43e4a53388d937c9ba3af4c2d182f9089c27981ff
Q709D8		PEACE curated positives; PHI-base; Predector confirmed set	3d2a591fadbe7c398c1ac398371b3b2610a60d46; 90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fusarium oxysporum; Fusarium oxysporum f. sp. lycopersici	hemibiotroph	284	8	0.028169	2004	hypersensitive response assay	Gene disruption; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences; Predector literature record	yes	5b9f257b65441fbc88ddcda6d8f3c6b2286b97ef2752781624a30024cec070f8
Q709E0		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Fusarium oxysporum	hemibiotroph	232	8	0.034483	2015	hypersensitive response assay	Gene disruption; PEACE source memberships: EffHunter_positive;EffectorP_1.0;EffectorP_2.0;EffectorP_3.0_positives;FunEffector-Pred;Predector_positive_sequences;WideEffHunter;fungtion_positive_sequences	yes	a95a36d3ace66ab53efefc54e323f100f9e77cfa0b4c90f257c4874baa1c575c
Q709E2		PHI-base	v4.19	Fusarium oxysporum	hemibiotroph	284	8	0.028169	2004	hypersensitive response assay	Gene deletion; gene complementation	yes	032fa989465005f45268fda3eeb354a115e07d066fb9f4ce6d08901c37456f5f
Q84XU0		PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora sojae	hemibiotroph	191	0	0.000000	2022	hypersensitive response assay	Gene deletion: full; gene complementation; gene mutation: characterised; PEACE source memberships: pooe_positive_sequences	yes	b17901008433366b31f1ee8eb0c070f64f1f525cbc08f6044f0d5b3c3e19b4bf
Q87W07		PHI-base	v4.19	Magnaporthe oryzae	hemibiotroph	488	0	0.000000	2017	hypersensitive response assay	Heterologous expression	yes	64711dc40a37f9aaaf84e3715bafdb3cf0cb77e8825434476d174d0e210ccdfb
Q8H6Z4	Q8H6Z4	PEACE curated positives; PHI-base	90b8fc902f0b444e7f21adf75dae41a05931cc5f; v4.19	Phytophthora infestans; Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	hemibiotroph	456	3	0.006579	unknown	hypersensitive response assay	Functional test in host: transient expression; PEACE source memberships: EffectorP_3.0_positives;WideEffHunter;pooe_positive_sequences	yes	b4980cb795da4e4be7d8150e1806003cca6a115bc32238e1d0865ce700327185
