accession	organism	length	status
A2R616	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	1077	unlabelled_candidate_not_verified_negative
A2R6A1	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	476	unlabelled_candidate_not_verified_negative
A2R6F5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	335	unlabelled_candidate_not_verified_negative
A2R6G7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	476	unlabelled_candidate_not_verified_negative
A2R6G8	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	221	unlabelled_candidate_not_verified_negative
A2R6G9	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	509	unlabelled_candidate_not_verified_negative
A2R6H0	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	1880	unlabelled_candidate_not_verified_negative
A2R6H1	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	2550	unlabelled_candidate_not_verified_negative
A2R6M7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	337	unlabelled_candidate_not_verified_negative
A2R702	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	138	unlabelled_candidate_not_verified_negative
A2R797	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	793	unlabelled_candidate_not_verified_negative
A2R7S7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	476	unlabelled_candidate_not_verified_negative
A2R7T0	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	472	unlabelled_candidate_not_verified_negative
A2R7Z2	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	288	unlabelled_candidate_not_verified_negative
A2R8F8	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	370	unlabelled_candidate_not_verified_negative
A2R8S7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	189	unlabelled_candidate_not_verified_negative
A2R919	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	1383	unlabelled_candidate_not_verified_negative
A2R920	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	576	unlabelled_candidate_not_verified_negative
A2R989	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	818	unlabelled_candidate_not_verified_negative
A2R994	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	861	unlabelled_candidate_not_verified_negative
A2R9B9	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	453	unlabelled_candidate_not_verified_negative
A2R9H9	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	1697	unlabelled_candidate_not_verified_negative
A2R9P4	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	381	unlabelled_candidate_not_verified_negative
A2RA31	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	328	unlabelled_candidate_not_verified_negative
A2RA55	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	771	unlabelled_candidate_not_verified_negative
A2RA84	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	504	unlabelled_candidate_not_verified_negative
A2RA94	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	409	unlabelled_candidate_not_verified_negative
A2RAF3	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	1525	unlabelled_candidate_not_verified_negative
A2RAF6	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	929	unlabelled_candidate_not_verified_negative
A2RAG5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	415	unlabelled_candidate_not_verified_negative
A2RAL4	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	860	unlabelled_candidate_not_verified_negative
A2RAN5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	986	unlabelled_candidate_not_verified_negative
A2RAR6	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	416	unlabelled_candidate_not_verified_negative
A2RAY7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	423	unlabelled_candidate_not_verified_negative
A2RB17	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	467	unlabelled_candidate_not_verified_negative
A2RB71	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	508	unlabelled_candidate_not_verified_negative
A2RB75	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	404	unlabelled_candidate_not_verified_negative
A2RB93	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	350	unlabelled_candidate_not_verified_negative
A2RBB7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	271	unlabelled_candidate_not_verified_negative
A2RBC7	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	266	unlabelled_candidate_not_verified_negative
A2RBL2	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	373	unlabelled_candidate_not_verified_negative
A2SUH3	Monascus pilosus (Red mold)	367	unlabelled_candidate_not_verified_negative
A2TBT9	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	185	unlabelled_candidate_not_verified_negative
A2TBU0	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	380	unlabelled_candidate_not_verified_negative
A2TBU1	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	309	unlabelled_candidate_not_verified_negative
A2TBU2	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	344	unlabelled_candidate_not_verified_negative
A2TBU3	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	605	unlabelled_candidate_not_verified_negative
A2TBU4	Epichloe festucae var. lolii (Neotyphodium lolii) (Acremonium lolii)	1351	unlabelled_candidate_not_verified_negative
A3EZ53	Wallemia muriae (Xerophilic fungus) (Torula epizoa var. muriae)	278	unlabelled_candidate_not_verified_negative
A3EZ54	Wallemia sebi (Sporendonema sebi)	278	unlabelled_candidate_not_verified_negative
A3EZ55	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	365	unlabelled_candidate_not_verified_negative
A3GEV2	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	531	unlabelled_candidate_not_verified_negative
A3GEW8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	676	unlabelled_candidate_not_verified_negative
A3GF47	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1654	unlabelled_candidate_not_verified_negative
A3GF86	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	284	unlabelled_candidate_not_verified_negative
A3GFA2	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	749	unlabelled_candidate_not_verified_negative
A3GFE3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	563	unlabelled_candidate_not_verified_negative
A3GFF4	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	171	unlabelled_candidate_not_verified_negative
A3GFI4	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	397	unlabelled_candidate_not_verified_negative
A3GFK8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1244	unlabelled_candidate_not_verified_negative
A3GFM6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	101	unlabelled_candidate_not_verified_negative
A3GFQ7	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	523	unlabelled_candidate_not_verified_negative
A3GFS1	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	577	unlabelled_candidate_not_verified_negative
A3GFV3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	399	unlabelled_candidate_not_verified_negative
A3GFV6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	508	unlabelled_candidate_not_verified_negative
A3GG03	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	581	unlabelled_candidate_not_verified_negative
A3GG12	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1242	unlabelled_candidate_not_verified_negative
A3GG51	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	836	unlabelled_candidate_not_verified_negative
A3GG92	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1162	unlabelled_candidate_not_verified_negative
A3GGB3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	376	unlabelled_candidate_not_verified_negative
A3GGB4	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	839	unlabelled_candidate_not_verified_negative
A3GGE8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	237	unlabelled_candidate_not_verified_negative
A3GGE9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	765	unlabelled_candidate_not_verified_negative
A3GGJ5	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	398	unlabelled_candidate_not_verified_negative
A3GGS6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1836	unlabelled_candidate_not_verified_negative
A3GGT0	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	789	unlabelled_candidate_not_verified_negative
A3GGT2	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	192	unlabelled_candidate_not_verified_negative
A3GGU2	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	271	unlabelled_candidate_not_verified_negative
A3GGU3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	268	unlabelled_candidate_not_verified_negative
A3GH78	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1050	unlabelled_candidate_not_verified_negative
A3GH91	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	500	unlabelled_candidate_not_verified_negative
A3GHC1	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	132	unlabelled_candidate_not_verified_negative
A3GHD3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	176	unlabelled_candidate_not_verified_negative
A3GHN6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	136	unlabelled_candidate_not_verified_negative
A3GHT9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	775	unlabelled_candidate_not_verified_negative
A3GHW9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	558	unlabelled_candidate_not_verified_negative
A3GI31	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	247	unlabelled_candidate_not_verified_negative
A3GI61	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	235	unlabelled_candidate_not_verified_negative
A3LMX9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	229	unlabelled_candidate_not_verified_negative
A3LN13	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	835	unlabelled_candidate_not_verified_negative
A3LN21	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	409	unlabelled_candidate_not_verified_negative
A3LN53	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1660	unlabelled_candidate_not_verified_negative
A3LN69	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	524	unlabelled_candidate_not_verified_negative
A3LN78	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	390	unlabelled_candidate_not_verified_negative
A3LN86	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1373	unlabelled_candidate_not_verified_negative
A3LN91	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	385	unlabelled_candidate_not_verified_negative
A3LNC4	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	1194	unlabelled_candidate_not_verified_negative
A3LNF8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	478	unlabelled_candidate_not_verified_negative
A3LNG8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	121	unlabelled_candidate_not_verified_negative
A3LNI7	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	524	unlabelled_candidate_not_verified_negative
A3LNK7	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	620	unlabelled_candidate_not_verified_negative
A3LNL1	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	482	unlabelled_candidate_not_verified_negative
A3LNL5	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	396	unlabelled_candidate_not_verified_negative
A3LNR4	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	233	unlabelled_candidate_not_verified_negative
A3LNR6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	567	unlabelled_candidate_not_verified_negative
A3LNW3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	302	unlabelled_candidate_not_verified_negative
A3LP13	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	237	unlabelled_candidate_not_verified_negative
A3LP19	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	190	unlabelled_candidate_not_verified_negative
A3LP72	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	170	unlabelled_candidate_not_verified_negative
A3LP87	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	445	unlabelled_candidate_not_verified_negative
A3LP95	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	291	unlabelled_candidate_not_verified_negative
A3LPA1	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	652	unlabelled_candidate_not_verified_negative
A3LPG0	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	445	unlabelled_candidate_not_verified_negative
A3LPQ8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	146	unlabelled_candidate_not_verified_negative
A3LPR9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	328	unlabelled_candidate_not_verified_negative
A3LPS6	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	312	unlabelled_candidate_not_verified_negative
A3LPV8	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	102	unlabelled_candidate_not_verified_negative
A3LPW2	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	511	unlabelled_candidate_not_verified_negative
A3LPX1	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	346	unlabelled_candidate_not_verified_negative
A3LQ01	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	647	unlabelled_candidate_not_verified_negative
A3LQ44	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	500	unlabelled_candidate_not_verified_negative
A3LQ52	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	629	unlabelled_candidate_not_verified_negative
A3LQ55	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	875	unlabelled_candidate_not_verified_negative
A3LQ86	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	467	unlabelled_candidate_not_verified_negative
A3LQ93	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	178	unlabelled_candidate_not_verified_negative
A3LQD7	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	465	unlabelled_candidate_not_verified_negative
A3LQD9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	147	unlabelled_candidate_not_verified_negative
A3LQF9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	443	unlabelled_candidate_not_verified_negative
A3LQG3	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	647	unlabelled_candidate_not_verified_negative
A3LQI7	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	635	unlabelled_candidate_not_verified_negative
A3LQJ9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	230	unlabelled_candidate_not_verified_negative
A3LQL9	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	630	unlabelled_candidate_not_verified_negative
A3LQS0	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	548	unlabelled_candidate_not_verified_negative
A3LQU0	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	514	unlabelled_candidate_not_verified_negative
